0,* ET TOI *,*,*,<srai>#Newline        <input index="2"/></srai>#Newline      <srai>#Newline        <person>#Newline          <star index="2"/>#Newline        </person>#Newline      </srai>,deduction.aiml
0,C EST QUOI,*,*,<think>#Newline        <set name="courant">#Newline          <star/>#Newline        </set>#Newline      </think>#Newline      <srai>QU EST CE QUE <get name="topic"/></srai>,deduction.aiml
0,DÉFINI LE,*,*,<srai>QU EST CE QUE <get name="courant"/></srai>,deduction.aiml
0,DÉFINI,*,*,<srai>QU EST CE QUE</srai>,deduction.aiml
0,DÉFINIS LE,*,*,<srai>QU EST CE QUE <get name="courant"/></srai>,deduction.aiml
0,DÉFINIS,*,*,que veux tu définir???,deduction.aiml
0,ET LE TIEN,*,*,le mien?#Comma <srai><person><input index="2"/></person></srai>,deduction.aiml
0,ET TOI MÊME,*,*,Moi-même? <srai><person><input index="2"/></person></srai>,deduction.aiml
0,ET TOI,*,*,moi? <srai><person><input index="2"/></person></srai>,deduction.aiml
0,ET,*,*,Mais... <srai><person><input index="2"/></person></srai>,deduction.aiml
0,MOI NON PLUS,*,*,toi non plus#Comma <srai><person><that index="1#Comma1"/></person></srai>,deduction.aiml
0,MOI OUI,*,*,toi oui? <person><that index="1#Comma1"/></person>,deduction.aiml
0,MOI SI,*,*,toi oui? <person><that index="1#Comma1"/></person>,deduction.aiml
0,NE DÉFINIS QUESTION,*,*,<random>#Newline        <li>Rien#Comma quelle est la question?.</li>#Newline        <li>de Quoi une chose est faite; substance constitutive ou matériel. De quoi tout des choses matérielles substantielles sont fait; indépendamment d'occupe l'espace et est perceptible aux sens de quelque façon. Dans la physique moderne#Comma la question et l'énergie est considérée comme des équivalents#Comma mutuellement convertibles selon la formule d'Einstein#Comma E = MC2.</li>#Newline      </random>,deduction.aiml
0,NE DÉFINIS RIEN,*,*,une chose qui n'existe pas ou quelque chose de valeur petite ou aucune#Comma le sérieux#Comma l'importance#Comma etc,deduction.aiml
0,NEGATIF,*,*,<random>#Newline        <li>bien.</li>#Newline        <li>je comprends.</li>#Newline        <li>je vois.</li>#Newline        <li>Pourquoi être si négatif?</li>#Newline        <li>EST cE tout ce que tu as à dire?</li>#Newline        <li>Non?</li>#Newline      </random>,deduction.aiml
0,NON *,C EST *,*,alors#Comma je ne connais pas#Comma tu dis "<person/>"?,deduction.aiml
