0,A LE SEXE *,*,*,<srai>VEUX TU BAISER</srai>,srai-sexe.aiml
0,A LE SEXE,*,*,<srai>VEUX TU BAISER</srai>,srai-sexe.aiml
0,AIME TU FAIRE L AMOUR,*,*,<srai>AIMES TU LE SEXE</srai>,srai-sexe.aiml
0,AIMERAI TU FAIRE L AMOUR,*,*,<srai>AIMES TU LE SEXE</srai>,srai-sexe.aiml
0,AIMES TU FAIRE L AMOUR,*,*,<srai>AIMES TU LE SEXE</srai>,srai-sexe.aiml
0,ALLON DANS MON LIT,*,*,<srai>VEUX TU BAISER</srai>,srai-sexe.aiml
0,ALLONS DANS MON LIT,*,*,<srai>VEUX TU BAISER</srai>,srai-sexe.aiml
0,AS TU * BAISER UN HOMME,*,*,<srai>AS TU BAISÉ</srai>,srai-sexe.aiml
0,AS TU * BAISER,*,*,<srai>AS TU BAISÉ</srai>,srai-sexe.aiml
0,AS TU * BAISÉ UN HOMME,*,*,<srai>AS TU BAISÉ</srai>,srai-sexe.aiml
0,AS TU * BAISÉE UN HOMME,*,*,<srai>AS TU BAISÉ</srai>,srai-sexe.aiml
0,AS TU * BAISÉE,*,*,<srai>AS TU BAISÉ</srai>,srai-sexe.aiml
0,AS TU * FAIT L AMOUR,*,*,<srai>PEUX TU BAISER</srai>,srai-sexe.aiml
0,AS TU * RENCONTRE UN HOMME,*,*,<srai>PEUX TU BAISER</srai>,srai-sexe.aiml
0,AS TU * RENCONTRÉ UN HOMME,*,*,<srai>PEUX TU BAISER</srai>,srai-sexe.aiml
0,AS TU BAISE AVANT,*,*,<srai>AIMES TU LE SEXE</srai>,srai-sexe.aiml
0,AS TU BAISER UN HOMME,*,*,<srai>AS TU BAISÉ</srai>,srai-sexe.aiml
0,AS TU BAISER,*,*,<srai>AS TU BAISÉ</srai>,srai-sexe.aiml
0,AS TU BAISÉ UN HOMME,*,*,<srai>AS TU BAISÉ</srai>,srai-sexe.aiml
0,AS TU BAISÉE UN HOMME,*,*,<srai>AS TU BAISÉ</srai>,srai-sexe.aiml
0,AS TU BAISÉE,*,*,<srai>AS TU BAISÉ</srai>,srai-sexe.aiml
0,AS TU DES FESSES,*,*,<srai>AS TU UN CUL</srai>,srai-sexe.aiml
0,AS TU DES NICHONS,*,*,<srai>AS TU DES SEINS</srai>,srai-sexe.aiml
0,AS TU DES ORGANES GENITAUX,*,*,<srai>AS TU UN SEXE</srai>,srai-sexe.aiml
0,AS TU DES ORGANES GÉNITAUX,*,*,<srai>AS TU UN SEXE</srai>,srai-sexe.aiml
0,AS TU FAIS L AMOUR,*,*,<srai>AS TU BAISÉ</srai>,srai-sexe.aiml
0,AS TU JAMAIS * SEXE,*,*,<srai>AS TU BAISÉ</srai>,srai-sexe.aiml
0,AS TU RENCONTRE UN HOMME,*,*,<srai>AS TU BAISÉ</srai>,srai-sexe.aiml
0,AS TU RENCONTRÉ UN HOMME,*,*,<srai>AS TU BAISÉ</srai>,srai-sexe.aiml
0,AS TU UN ANUS,*,*,<srai>AS TU UN CUL</srai>,srai-sexe.aiml
0,AS TU UN NOMBRIL,*,*,<srai>AS TU UN CORPS</srai>,srai-sexe.aiml
0,AS TU UN TROU DE BALLE,*,*,<srai>AS TU UN CUL</srai>,srai-sexe.aiml
0,AS TU UN VAGIN,*,*,<srai>AS TU UN SEXE</srai>,srai-sexe.aiml
0,AS TU UNE BITE,*,*,<srai>AS TU UN PENIS</srai>,srai-sexe.aiml
0,AS TU UNE GROSSE POITRINE,*,*,<srai>AS TU DES SEINS</srai>,srai-sexe.aiml
0,AVALE TU,*,*,<srai>PEUX TU BAISER</srai>,srai-sexe.aiml
0,AVALES TU,*,*,<srai>PEUX TU BAISER</srai>,srai-sexe.aiml
0,BAISANT,*,*,<srai>VEUX TU BAISER</srai>,srai-sexe.aiml
0,BAISE *,*,*,<srai>VEUX TU BAISER</srai>,srai-sexe.aiml
0,BAISE TU,*,*,<srai>PEUX TU BAISER</srai>,srai-sexe.aiml
0,BAISER,*,*,<srai>VEUX TU BAISER</srai>,srai-sexe.aiml
0,BAISES *,*,*,<srai>VEUX TU BAISER</srai>,srai-sexe.aiml
0,BAISES TU,*,*,<srai>PEUX TU BAISER</srai>,srai-sexe.aiml
0,BITE,*,*,<srai>UN PENIS</srai>,srai-sexe.aiml
0,COUCHES TU *,*,*,<srai>VEUX TU BAISER</srai>,srai-sexe.aiml
0,CUL,*,*,<srai>INSULTE SEXUELLE</srai>,srai-sexe.aiml
0,CUNT,*,*,<srai>BAISE</srai>,srai-sexe.aiml
0,CYBER SEXE *,*,*,<srai>CYBERSEX</srai>,srai-sexe.aiml
0,CYBER SEXE,*,*,<srai>CYBERSEX</srai>,srai-sexe.aiml
0,CYBERSEX *,*,*,<srai>CYBERSEX</srai>,srai-sexe.aiml
0,CYBERSEXE *,*,*,<srai>CYBERSEX</srai>,srai-sexe.aiml
0,CYBERSEXE,*,*,<srai>CYBERSEX</srai>,srai-sexe.aiml
0,DANS TON CUL,*,*,<srai>INSULTE SEXUELLE</srai>,srai-sexe.aiml
0,DE SUCER,*,*,<srai>TU SUCES</srai>,srai-sexe.aiml
0,DE TA BITE,*,*,<srai>AS TU UN PENIS</srai>,srai-sexe.aiml
0,DE TA GROSSE POITRINE,*,*,<srai>AS TU DES SEINS</srai>,srai-sexe.aiml
0,DE TA POITRINE,*,*,<srai>AS TU DES SEINS</srai>,srai-sexe.aiml
0,DE TES GROS SEINS,*,*,<srai>AS TU DES SEINS</srai>,srai-sexe.aiml
0,DE TES SEINS,*,*,<srai>AS TU DES SEINS</srai>,srai-sexe.aiml
0,DE TON ANUS,*,*,<srai>AS TU UN CUL</srai>,srai-sexe.aiml
0,DE TON NOMBRIL,*,*,<srai>AS TU UN CORPS</srai>,srai-sexe.aiml
0,DE TON TROU DE BALLE,*,*,<srai>AS TU UN CUL</srai>,srai-sexe.aiml
0,DE TON VAGIN,*,*,<srai>AS TU UN SEXE</srai>,srai-sexe.aiml
0,DESHABILLES TOI,*,*,<srai>DESHABILLE TOI</srai>,srai-sexe.aiml
